4536000342591786|01|2028|345
4536008702591643|06|2033|721
4536008317524906|01|2029|484
4536002304168975|02|2035|298
4536008042765931|05|2025|102
4536008703465219|05|2026|471
4536009803246715|10|2025|222
4536002374091685|02|2035|219
4536002754398601|04|2034|334
4536005046712398|07|2026|107
4536007209486315|09|2026|428
4536009834065712|08|2028|932
4536001926730584|10|2033|745
4536001268430975|04|2028|178
4536007132940685|07|2032|223
4536007543680912|04|2026|424
4536004902135786|05|2031|403
4536000729543186|07|2027|532
4536009612570834|01|2034|823
4536007526038419|11|2029|404
4536002195706834|02|2027|106
4536005026813497|07|2034|943
4536008217306495|09|2032|763
4536001456970832|10|2029|224
4536007204618359|07|2026|118
4536004830915267|07|2024|503
4536001470258396|05|2033|570
4536003065249871|09|2030|327
4536004078921563|10|2025|596
4536001694237085|01|2032|938
4536001923406758|07|2032|949
4536004251807639|02|2030|969
4536005340691728|03|2030|221
4536004702615839|05|2034|964
4536004971265803|09|2024|813
4536009461302578|06|2031|324
4536000364271598|10|2035|714
4536005786129340|12|2025|231
4536006071892543|11|2034|543
4536007842159360|02|2033|718
4536008920417365|03|2029|186
4536003801756924|01|2025|696
4536007094168523|04|2028|996
4536002786340159|06|2030|129
4536003709184526|11|2026|915
4536008342971650|12|2029|779
4536006479312508|01|2035|707
4536002634795810|04|2032|691
4536002346580971|12|2025|878
4536009017384625|12|2032|632
4536004628715309|05|2033|375
4536005671439820|09|2034|276
4536004628073915|10|2031|121
4536008293610547|01|2034|370
4536009182476503|10|2031|504
4536001407823965|06|2033|740
4536007842639015|08|2035|255
4536005240718936|06|2026|344
4536009361708254|08|2027|103
4536007401356928|01|2027|235
4536007853214609|07|2029|843
4536000629534871|03|2032|431
4536007659318042|08|2026|293
4536007132408659|10|2033|371
4536009586340271|05|2029|889
4536003014859762|02|2029|857
4536009371205846|04|2026|845
4536006791584032|08|2032|138
4536002036189745|12|2030|484
4536000359782146|02|2032|350
4536000964371285|09|2030|186
4536005028917346|07|2030|169
4536000497185236|09|2026|620
4536003890475261|11|2024|622
4536002685731409|10|2024|635
4536001650293478|03|2034|569
4536003091425768|10|2028|648
4536002908317564|02|2030|724
4536009840573162|08|2033|789
4536009532067481|04|2034|593
4536009281507463|01|2029|368
4536008701639245|03|2027|327
4536006182790354|01|2032|194
4536005371640289|09|2027|924
4536000584329671|04|2029|740
4536002914305876|08|2029|639
4536005204971638|02|2026|232
4536008402691537|02|2024|866
4536008792346015|02|2029|225
4536001906524783|03|2032|311
4536004562781309|06|2031|863
4536009730624851|02|2030|539
4536001503986427|07|2033|283
4536002018469537|01|2035|487
4536009837154026|03|2026|808
4536000861793425|07|2033|922
4536000258179436|09|2029|436
4536001534928067|10|2025|638
4536001703864952|04|2024|125
4536005738960214|12|2029|436

