5121072352566378|05|2026|755
5121072352564019|04|2024|834
5121072352563524|04|2031|579
5121072352565891|01|2027|793
5121072352566709|05|2026|461
5121072352560843|01|2028|106
5121072352568069|10|2026|402
5121072352560637|01|2026|378
5121072352567301|02|2029|267
5121072352563516|05|2027|808
5121072352561890|08|2032|240
5121072352562583|05|2033|666
5121072352563821|12|2033|523
5121072352569620|03|2028|591
5121072352566428|11|2024|839
5121072352561643|06|2033|905
5121072352566584|01|2031|211
5121072352569604|07|2025|677
5121072352560819|10|2034|947
5121072352565479|04|2030|198
5121072352562518|02|2027|796
5121072352564860|12|2032|290
5121072352563409|05|2026|288
5121072352567392|03|2027|744
5121072352563425|07|2031|403
5121072352565289|12|2028|185
5121072352562146|09|2032|271
5121072352569158|05|2034|661
5121072352564720|11|2033|313
5121072352567293|09|2031|356

